id,source_file,source_line,section,claim,status,severity,categories,equivalent_components,evidence_required,remediation
CLAIM-0743,todo.md,980,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),"Backend: profileRouter.orderHistory — paginated order history with filters (status, asset class, date range)",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0743. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0744,todo.md,981,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),Backend: searchRouter.aiSearch — LLM natural language query → structured filters → PostgreSQL results,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0744. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0745,todo.md,982,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),"Frontend: UserProfileDashboard page — account card, order history table, positions, activity stats",blocked,high,data-and-schema | client-experience,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data | registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0745. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data, registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0746,todo.md,983,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),Frontend: Add /profile route to App.tsx and DashboardLayout sidebar,blocked,medium,client-experience,registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0746. Trace the stated capability through registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0747,todo.md,984,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),"Frontend: AISearchBar component — natural language input, result cards with entity type badges",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0747. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0748,todo.md,985,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),Frontend: Global search modal (Cmd+K) wired to AISearchBar,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0748. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0749,todo.md,986,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),"Frontend: Loading skeletons for Orders, Portfolio, Markets, Trade pages",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0749. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0750,todo.md,987,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),"Frontend: Toast notifications for order create/cancel/amend, deposit, withdrawal, alert set/delete",blocked,critical,funds-and-ledger | deployment-and-operations,authoritative ledger or durable transaction store | idempotency/reconciliation component | authorization policy | audit trail | real-dependency integration test | concurrency and crash-recovery test | deployment manifest | least-privilege runtime configuration | health/telemetry | staging/canary test | rollback and incident runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0750. Trace the stated capability through authoritative ledger or durable transaction store, idempotency/reconciliation component, authorization policy, audit trail, real-dependency integration test, concurrency and crash-recovery test, deployment manifest, least-privilege runtime configuration, health/telemetry, staging/canary test, rollback and incident runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0751,todo.md,988,NEXCOM Exchange — Full Platform TODO > UX Enhancements (Jun 2026),Frontend: Optimistic updates for watchlist add/remove and price alert toggle,blocked,high,deployment-and-operations,deployment manifest | least-privilege runtime configuration | health/telemetry | staging/canary test | rollback and incident runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0751. Trace the stated capability through deployment manifest, least-privilege runtime configuration, health/telemetry, staging/canary test, rollback and incident runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0752,todo.md,991,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"User Profile Dashboard page (/profile) with account details, order stats, open positions, recent fills, watchlist count",blocked,medium,client-experience,registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0752. Trace the stated capability through registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0753,todo.md,992,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"profile.dashboard tRPC procedure — aggregates user data from PostgreSQL (orders, positions, fills, alerts, watchlist)",blocked,high,api-and-integration | client-experience,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability | registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0753. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability, registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0754,todo.md,993,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"profile.orderHistory tRPC procedure — paginated, filterable order history with status/assetClass/side filters",blocked,high,api-and-integration,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0754. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0755,todo.md,994,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"search.aiSearch tRPC procedure — LLM-powered NL search over orders, listings, users with parsed intent chips",blocked,high,api-and-integration,registered endpoint/consumer | request/event contract | authorization and input validation | real dependency integration test | observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0755. Trace the stated capability through registered endpoint/consumer, request/event contract, authorization and input validation, real dependency integration test, observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0756,todo.md,995,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"AISearchBar component — debounced NL input, intent chips, grouped result cards with entity icons",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0756. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0757,todo.md,996,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),CommandPalette AI mode toggle (Brain icon) — switches to AISearchBar inside Cmd+K palette,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0757. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0758,todo.md,997,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"useExchangeToasts hook — typed toast helpers for order placed/filled/cancelled/rejected, profile save, search errors",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0758. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0759,todo.md,998,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"Trade.tsx createOrder success toast — confirms order side, quantity, symbol on placement",blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0759. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0760,todo.md,999,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),My Profile nav item in DashboardLayout sidebar (Account section),blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0760. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0761,todo.md,1000,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),/profile route registered in App.tsx,blocked,medium,client-experience,registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0761. Trace the stated capability through registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0762,todo.md,1001,NEXCOM Exchange — Full Platform TODO > Round N — UX Enhancements (Jun 2026),"Vitest tests for profile.dashboard, profile.orderHistory, search.aiSearch (1052 tests passing)",blocked,medium,client-experience,registered client route | live API/client wiring | loading/error/authorization state | browser/device E2E test | accessibility and observability,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0762. Trace the stated capability through registered client route, live API/client wiring, loading/error/authorization state, browser/device E2E test, accessibility and observability. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0763,todo.md,1006,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate farmerRouter._memFarmerProfiles → farmerProfiles table (DB already exists),blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0763. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0764,todo.md,1007,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate brokerRouter._memBrokerProfiles → brokerProfiles table (DB already exists),blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0764. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0765,todo.md,1008,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate traderRouter._memTraderProfiles → traderProfiles table (DB already exists),blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0765. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0766,todo.md,1009,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate marketMakerRouter._memProfiles/_memObligations/_memSnapshots/_memPerfReports → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0766. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0767,todo.md,1010,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,"Migrate amlRouter SAR/flag/rule Maps → amlFlags, sarReports, amlRules tables",blocked,critical,security-and-privacy,threat model | security control implementation | secret/configuration management | adversarial test | compliance evidence,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0767. Trace the stated capability through threat model, security control implementation, secret/configuration management, adversarial test, compliance evidence. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0768,todo.md,1011,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate totpRouter._memStore → mfaOtpCodes table,blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0768. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0769,todo.md,1012,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate webauthnRouter._memOtpCodes/_memWaChallenges → mfaOtpCodes/webauthnChallenges tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0769. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0770,todo.md,1013,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate investorRelationsRouter IR events/docs/shareholders/subs → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0770. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0771,todo.md,1014,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate regulatoryReportingRouter report/schedule Maps → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0771. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0772,todo.md,1015,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate derivativesRouter._memContracts/_memPositions → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0772. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0773,todo.md,1016,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate optionsRouter._memOContracts/_memOPositions → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0773. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0774,todo.md,1017,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate surveillanceRouter._cbRules/_cbEvents/_wtFlags → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0774. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0775,todo.md,1018,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate clearingHouseRouter._memAccounts/_memMarginCalls → DB tables,blocked,medium,general-platform,authoritative requirement | implementation trace | unit/contract/integration/E2E test | security review | operational runbook,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0775. Trace the stated capability through authoritative requirement, implementation trace, unit/contract/integration/E2E test, security review, operational runbook. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0776,todo.md,1019,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate webhookRouter._memWebhooks → webhooks table,blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0776. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
CLAIM-0777,todo.md,1020,NEXCOM Exchange — Full Platform TODO > Production Readiness Fixes (Jun 2026 Audit) > P0 — Critical: In-memory → PostgreSQL migrations,Migrate velocityLimitRouter._memLimits → velocityLimits table,blocked,high,data-and-schema,schema and migration | constraint/index validation | data lifecycle/retention control | backup/restore test | production-shaped seed data,authoritative requirement | implementation trace | unit or component test | real-dependency integration test | public-interface E2E test | security and audit evidence | revision-pinned execution log,"Define acceptance criteria and authoritative owner for CLAIM-0777. Trace the stated capability through schema and migration, constraint/index validation, data lifecycle/retention control, backup/restore test, production-shaped seed data. Implement or correct every missing link; do not suppress the claim or downgrade a test. Add a regression test that fails against the prior gap and execute real dependency/E2E evidence where applicable. Record the exact revision, evidence artifact, residual risk, and qualified approver in the feature-claim manifest."
